0.047371,0.049094,0.050664,0.052063,0.053283,0.054325,0.055195,0.055907,0.056478,0.056927,0.057272,0.05753,0.057719,0.057852,0.057941,0.057997,0.058027,0.058037,0.058031,0.058011,0.057978,0.057932,0.057869,0.057788,0.057682,0.057547,0.057376,0.057161,0.056893,0.056561,0.056155,0.055663,0.055071,0.054367,0.053537,0.052567,0.051444,0.050157,0.048695,0.04705,0.045216,0.04319,0.040974,0.038571,0.035988,0.033239,0.030336,0.027298,0.024143,0.020893,0.01757,0.014198,0.0108,0.0073991,0.0040186,0.00068038,-0.0025945,-0.0057859,-0.0088748,-0.011843,-0.014674,-0.017352,-0.019862,-0.02219,-0.024323,-0.026251,-0.027962,-0.02945,-0.030706,-0.031728,-0.032512,-0.033058,-0.033369,-0.033447,-0.033298,-0.03293,-0.03235,-0.031568,-0.030594,-0.029441,-0.028118,-0.02664,-0.025019,-0.023267,-0.0214,-0.01943,-0.017372,-0.015241,-0.01305,-0.010816,-0.0085513,-0.0062723,-0.0039929,-0.0017274,0.00051039,0.0027075,0.0048516,0.0069314,0.0089371,0.01086,0.012693,0.01443,0.016068,0.017603,0.019035,0.020364,0.021592,0.022719,0.023749,0.024687,0.025535,0.026298,0.02698,0.027586,0.02812,0.028587,0.02899,0.029333,0.02962,0.029854,0.030039,0.030177,0.030271,0.030325,0.03034,0.030319,0.030265,0.030181,0.030068,0.029931,0.029771,0.029591,0.029394,0.029182,0.028958,0.028725,0.028484,0.028238,0.02799,0.02774,0.02749,0.027243,0.026998,0.026757,0.026521,0.02629,0.026065,0.025845,0.02563,0.025421,0.025217,0.025018,0.024824,0.024634,0.024448,0.024266,0.024087,0.023912,0.02374,0.023572,0.023407,0.023245,0.023087,0.022933,0.022782,0.022634,0.022489,0.022346,0.022201,0.022053,0.021898,0.021728,0.021538,0.021318,0.021059,0.020755,0.0204,0.019993,0.019537,0.019038
0.051586,0.053039,0.054278,0.055303,0.056127,0.056766,0.057244,0.057585,0.057814,0.057952,0.058023,0.058043,0.058029,0.057993,0.057946,0.057894,0.057843,0.057796,0.057754,0.057717,0.057684,0.057652,0.057618,0.057577,0.057523,0.057449,0.057347,0.057208,0.057023,0.05678,0.056467,0.056071,0.055578,0.054974,0.054242,0.053368,0.052335,0.05113,0.049738,0.048147,0.046347,0.044333,0.042099,0.039647,0.036981,0.034107,0.031039,0.027791,0.024382,0.020832,0.017166,0.013409,0.0095878,0.0057288,0.00186,-0.0019913,-0.0057981,-0.0095344,-0.013175,-0.016696,-0.020075,-0.023289,-0.026319,-0.029146,-0.03175,-0.034118,-0.036234,-0.038085,-0.039663,-0.040961,-0.041974,-0.042701,-0.043144,-0.043307,-0.043198,-0.042824,-0.042196,-0.041326,-0.040228,-0.038914,-0.0374,-0.0357,-0.033832,-0.03181,-0.029651,-0.027372,-0.02499,-0.022523,-0.019987,-0.017399,-0.014778,-0.01214,-0.0095022,-0.0068813,-0.0042933,-0.0017533,0.0007244,0.0031269,0.0054427,0.007662,0.0097765,0.01178,0.013668,0.015438,0.017088,0.018619,0.020031,0.021328,0.022513,0.023589,0.024561,0.025433,0.026211,0.026898,0.027499,0.02802,0.028464,0.028837,0.029142,0.029383,0.029565,0.029691,0.029765,0.029791,0.029773,0.029714,0.029619,0.029491,0.029335,0.029153,0.028949,0.028727,0.028492,0.028245,0.02799,0.02773,0.027467,0.027205,0.026944,0.026687,0.026435,0.026189,0.025949,0.025717,0.025492,0.025273,0.025062,0.024856,0.024657,0.024462,0.024271,0.024085,0.023901,0.023721,0.023543,0.023369,0.023197,0.023029,0.022866,0.022709,0.022558,0.022415,0.022283,0.022161,0.022052,0.021958,0.021879,0.021817,0.021771,0.021743,0.021729,0.021728,0.021734,0.02174,0.021737,0.021712,0.021653,0.021545,0.021377,0.021141
0.054814,0.055893,0.056735,0.057363,0.057802,0.058082,0.058233,0.058283,0.058259,0.058183,0.058077,0.057954,0.057827,0.057706,0.057596,0.057503,0.057428,0.057373,0.057337,0.057319,0.057316,0.057324,0.057338,0.057352,0.05736,0.057354,0.057325,0.057263,0.057159,0.057,0.056775,0.056468,0.056066,0.055553,0.054912,0.054127,0.05318,0.052054,0.050733,0.049201,0.047445,0.045454,0.043221,0.04074,0.038012,0.035041,0.031834,0.028404,0.024768,0.020945,0.016958,0.012834,0.0086016,0.004291,-6.5782e-05,-0.0044361,-0.008787,-0.013086,-0.017301,-0.021401,-0.025357,-0.02914,-0.032723,-0.036082,-0.039192,-0.042031,-0.044581,-0.046825,-0.048748,-0.05034,-0.051596,-0.052512,-0.05309,-0.053336,-0.053256,-0.052861,-0.052164,-0.05118,-0.049925,-0.048415,-0.04667,-0.044706,-0.042545,-0.040205,-0.037706,-0.03507,-0.032317,-0.029467,-0.026542,-0.023562,-0.020548,-0.01752,-0.014497,-0.0115,-0.0085469,-0.0056547,-0.0028399,-0.00011673,0.0025019,0.0050055,0.0073852,0.0096347,0.01175,0.013727,0.015567,0.017269,0.018836,0.020271,0.021577,0.02276,0.023823,0.024772,0.025612,0.026348,0.026986,0.027531,0.027988,0.028363,0.028659,0.028883,0.029039,0.029133,0.029169,0.029152,0.029088,0.028981,0.028836,0.028658,0.028453,0.028225,0.027978,0.027718,0.027447,0.027171,0.026892,0.026613,0.026339,0.02607,0.025808,0.025556,0.025313,0.025081,0.02486,0.024649,0.024449,0.024257,0.024074,0.023898,0.023728,0.023563,0.023401,0.023243,0.023086,0.02293,0.022776,0.022624,0.022473,0.022326,0.022184,0.022048,0.02192,0.021804,0.021702,0.021617,0.021552,0.021509,0.021492,0.021503,0.021543,0.021615,0.021718,0.021851,0.022014,0.022201,0.022406,0.022619,0.022827,0.023013,0.023157,0.02324
0.056901,0.057617,0.058111,0.058416,0.058566,0.058595,0.058534,0.058411,0.058249,0.058067,0.057879,0.057698,0.057532,0.057386,0.057267,0.057175,0.057113,0.057081,0.057076,0.057096,0.057137,0.057195,0.057264,0.057337,0.057408,0.057467,0.057507,0.057516,0.057485,0.0574,0.057251,0.057022,0.056698,0.056264,0.055703,0.054996,0.054126,0.053073,0.051819,0.050345,0.048635,0.046675,0.044451,0.041955,0.039183,0.036133,0.032811,0.029225,0.025387,0.021317,0.017035,0.012569,0.0079478,0.0032044,-0.0016257,-0.0065049,-0.011394,-0.016255,-0.021048,-0.025733,-0.030276,-0.034638,-0.038787,-0.042691,-0.046318,-0.049643,-0.052638,-0.055282,-0.057558,-0.05945,-0.06095,-0.062053,-0.062761,-0.063078,-0.063012,-0.062577,-0.061788,-0.060661,-0.059216,-0.057472,-0.055453,-0.05318,-0.050678,-0.04797,-0.045082,-0.042039,-0.038867,-0.035591,-0.032237,-0.02883,-0.025395,-0.021956,-0.018537,-0.01516,-0.011846,-0.0086152,-0.0054845,-0.0024696,0.00041625,0.0031625,0.0057611,0.0082063,0.010495,0.012625,0.014599,0.016417,0.018082,0.0196,0.020975,0.022213,0.023318,0.024298,0.025157,0.025903,0.02654,0.027076,0.027516,0.027865,0.02813,0.028317,0.028431,0.028479,0.028465,0.028397,0.028281,0.028121,0.027925,0.027698,0.027445,0.027173,0.026887,0.026591,0.02629,0.025989,0.025691,0.025399,0.025117,0.024847,0.024589,0.024347,0.02412,0.023908,0.023712,0.02353,0.023362,0.023206,0.023061,0.022926,0.022798,0.022675,0.022557,0.022442,0.022329,0.022217,0.022106,0.021996,0.021888,0.021784,0.021684,0.021591,0.021509,0.021441,0.021389,0.021359,0.021353,0.021376,0.021432,0.021523,0.021654,0.021826,0.02204,0.022298,0.022597,0.022938,0.023313,0.023718,0.024142,0.024571,0.024986,0.025364
0.058059,0.058504,0.058761,0.058866,0.058856,0.058761,0.058609,0.058422,0.058217,0.058009,0.057809,0.057626,0.057468,0.057338,0.05724,0.057176,0.057147,0.057152,0.057188,0.057252,0.057341,0.05745,0.057572,0.0577,0.057828,0.057947,0.058048,0.05812,0.058153,0.058134,0.058051,0.05789,0.057636,0.057273,0.056783,0.056147,0.055347,0.054361,0.053171,0.051754,0.050092,0.048165,0.045958,0.043457,0.040652,0.03754,0.034119,0.030395,0.026378,0.022083,0.01753,0.012746,0.0077604,0.0026078,-0.0026733,-0.008041,-0.013451,-0.018857,-0.024213,-0.029472,-0.034589,-0.03952,-0.044224,-0.048661,-0.052793,-0.056588,-0.060014,-0.063043,-0.065653,-0.067826,-0.06955,-0.070819,-0.071633,-0.071997,-0.071921,-0.071418,-0.070506,-0.069204,-0.067533,-0.065519,-0.063185,-0.060559,-0.057671,-0.054549,-0.051225,-0.04773,-0.044097,-0.040359,-0.036546,-0.032691,-0.028823,-0.024972,-0.021166,-0.01743,-0.013788,-0.010261,-0.0068664,-0.0036204,-0.00053496,0.0023808,0.0051207,0.0076815,0.010062,0.012264,0.01429,0.016145,0.017834,0.019362,0.020737,0.021965,0.023054,0.02401,0.024839,0.02555,0.026148,0.026639,0.027032,0.027331,0.027543,0.027675,0.027733,0.027723,0.027652,0.027526,0.027352,0.027137,0.026887,0.026608,0.026307,0.02599,0.025663,0.025331,0.024999,0.024672,0.024353,0.024047,0.023757,0.023484,0.023231,0.022998,0.022788,0.022598,0.02243,0.022282,0.022153,0.022041,0.021944,0.021861,0.021788,0.021725,0.021668,0.021616,0.021567,0.021521,0.021477,0.021435,0.021396,0.021361,0.021332,0.021311,0.021302,0.021308,0.021334,0.021383,0.021461,0.021571,0.021718,0.021906,0.022139,0.022419,0.022749,0.02313,0.023562,0.024043,0.024571,0.02514,0.025744,0.02637,0.027004,0.027625
0.058732,0.059027,0.059172,0.059201,0.059144,0.059028,0.058873,0.058696,0.05851,0.058328,0.058158,0.058008,0.057884,0.057789,0.057728,0.057701,0.05771,0.057752,0.057827,0.057931,0.058061,0.058212,0.058378,0.058554,0.058731,0.058901,0.059055,0.059183,0.059274,0.059316,0.059296,0.0592,0.059012,0.058716,0.058295,0.057729,0.056998,0.056081,0.054956,0.053599,0.051989,0.050103,0.047921,0.045426,0.042602,0.03944,0.035936,0.032091,0.027911,0.023409,0.018605,0.013523,0.0081936,0.0026537,-0.0030557,-0.0088887,-0.014795,-0.020723,-0.026618,-0.032424,-0.038089,-0.04356,-0.048786,-0.053721,-0.058321,-0.062545,-0.066358,-0.069727,-0.072624,-0.07503,-0.076929,-0.078316,-0.07919,-0.079556,-0.079426,-0.078814,-0.077741,-0.076226,-0.074295,-0.071973,-0.06929,-0.066276,-0.062965,-0.059393,-0.055599,-0.051622,-0.047503,-0.043282,-0.039001,-0.034699,-0.030412,-0.026176,-0.022023,-0.017981,-0.014075,-0.010327,-0.0067535,-0.0033684,-0.00018092,0.0028034,0.0055821,0.0081559,0.010528,0.012703,0.014687,0.016489,0.018115,0.019575,0.020876,0.022028,0.023038,0.023915,0.024666,0.025297,0.025817,0.026232,0.026548,0.026772,0.02691,0.026968,0.026953,0.026871,0.02673,0.026535,0.026293,0.026012,0.025699,0.02536,0.025002,0.024633,0.024257,0.023882,0.023512,0.023153,0.02281,0.022485,0.022184,0.021907,0.021659,0.021439,0.021248,0.021088,0.020956,0.020852,0.020775,0.020722,0.020691,0.020678,0.020682,0.0207,0.020727,0.020764,0.020806,0.020852,0.020903,0.020956,0.021013,0.021075,0.021143,0.02122,0.02131,0.021417,0.021543,0.021695,0.021876,0.022091,0.022346,0.022643,0.022988,0.023383,0.023831,0.024334,0.024892,0.025505,0.026171,0.026886,0.027644,0.028436,0.02925,0.030069
0.059462,0.059709,0.059837,0.059874,0.059844,0.059766,0.059657,0.059528,0.059393,0.059259,0.059136,0.05903,0.058945,0.058887,0.058859,0.058862,0.058897,0.058965,0.059065,0.059194,0.059351,0.05953,0.059727,0.059937,0.060152,0.060364,0.060565,0.060744,0.06089,0.060991,0.061033,0.061003,0.060884,0.060659,0.060311,0.059819,0.059163,0.058319,0.057265,0.055976,0.054426,0.052592,0.050447,0.047971,0.045144,0.041951,0.038382,0.034434,0.030111,0.025421,0.020383,0.015022,0.0093679,0.00346,-0.0026572,-0.0089333,-0.015312,-0.021735,-0.028139,-0.03446,-0.040635,-0.046602,-0.052304,-0.057685,-0.062694,-0.067285,-0.071417,-0.075054,-0.078165,-0.080729,-0.082731,-0.084163,-0.085027,-0.085329,-0.085085,-0.08431,-0.083027,-0.081258,-0.079029,-0.07637,-0.07331,-0.069885,-0.066134,-0.062097,-0.057822,-0.053356,-0.048751,-0.044059,-0.03933,-0.034614,-0.029955,-0.025394,-0.020968,-0.016706,-0.012634,-0.0087701,-0.0051292,-0.0017198,0.0014537,0.0043911,0.0070957,0.0095735,0.011832,0.013882,0.015732,0.017395,0.01888,0.020199,0.021362,0.022378,0.023257,0.024007,0.024637,0.025152,0.025561,0.025868,0.026081,0.026204,0.026245,0.026208,0.0261,0.025927,0.025696,0.025415,0.025089,0.024727,0.024336,0.023924,0.023498,0.023065,0.022633,0.022208,0.021797,0.021404,0.021035,0.020696,0.020388,0.020116,0.019882,0.019688,0.019533,0.019419,0.019344,0.019306,0.019304,0.019335,0.019396,0.019482,0.01959,0.019716,0.019857,0.020008,0.020168,0.020334,0.020504,0.020677,0.020853,0.021033,0.021218,0.021412,0.021618,0.021838,0.022079,0.022343,0.022636,0.022963,0.023329,0.023737,0.024192,0.024697,0.025256,0.02587,0.026541,0.027268,0.028053,0.02889,0.029777,0.030707,0.031668,0.032647
0.060761,0.061013,0.061166,0.061241,0.061258,0.061231,0.061174,0.061096,0.061007,0.060916,0.06083,0.060754,0.060694,0.060655,0.06064,0.060652,0.060694,0.060767,0.06087,0.061005,0.061168,0.061358,0.06157,0.0618,0.062042,0.062287,0.062527,0.062753,0.062952,0.063112,0.063219,0.063258,0.063213,0.063065,0.062795,0.062383,0.061807,0.061043,0.060067,0.058853,0.057373,0.0556,0.053506,0.051066,0.048255,0.045054,0.041445,0.037422,0.032982,0.028132,0.022887,0.017271,0.011316,0.0050632,-0.0014383,-0.0081327,-0.014957,-0.021844,-0.028722,-0.035518,-0.042158,-0.04857,-0.054688,-0.060448,-0.065794,-0.070672,-0.075039,-0.078857,-0.082093,-0.084725,-0.08674,-0.088133,-0.088907,-0.089073,-0.088647,-0.087651,-0.086108,-0.084044,-0.081489,-0.078473,-0.075028,-0.071193,-0.067008,-0.062522,-0.057787,-0.052862,-0.04781,-0.042694,-0.037576,-0.032516,-0.027568,-0.022777,-0.018182,-0.013813,-0.0096918,-0.0058327,-0.002244,0.0010722,0.0041185,0.0069016,0.0094312,0.011719,0.013779,0.015624,0.017269,0.018728,0.020014,0.021141,0.022119,0.022959,0.02367,0.024262,0.02474,0.025112,0.025384,0.025561,0.025647,0.025649,0.025571,0.025419,0.025199,0.024917,0.02458,0.024196,0.023773,0.023318,0.022841,0.022349,0.021852,0.021356,0.02087,0.020402,0.019958,0.019543,0.019165,0.018827,0.018534,0.018289,0.018094,0.017951,0.01786,0.01782,0.01783,0.017888,0.017991,0.018135,0.018314,0.018526,0.018764,0.019024,0.0193,0.019588,0.019885,0.020186,0.02049,0.020795,0.021101,0.021408,0.021718,0.022033,0.022356,0.022692,0.023045,0.023419,0.02382,0.024252,0.024719,0.025227,0.025779,0.026379,0.02703,0.027734,0.028494,0.029311,0.030184,0.031113,0.032095,0.033124,0.034194,0.035291
0.062964,0.063213,0.063374,0.063466,0.063503,0.063497,0.063459,0.063399,0.063324,0.063242,0.06316,0.063083,0.063017,0.062967,0.062937,0.062932,0.062954,0.063007,0.063093,0.063211,0.063363,0.063546,0.063759,0.063997,0.064255,0.064526,0.064802,0.065071,0.065322,0.065542,0.065717,0.065829,0.065861,0.065795,0.065609,0.065282,0.064791,0.064111,0.063217,0.062082,0.060678,0.058975,0.056945,0.054557,0.051784,0.048601,0.044986,0.040925,0.03641,0.031443,0.026034,0.020207,0.013992,0.0074348,0.0005875,-0.0064868,-0.013717,-0.021026,-0.028332,-0.035549,-0.042595,-0.049388,-0.05585,-0.061912,-0.067509,-0.072588,-0.0771,-0.081006,-0.084276,-0.086889,-0.088834,-0.090109,-0.090723,-0.090689,-0.090029,-0.088768,-0.086935,-0.084559,-0.081671,-0.078306,-0.074498,-0.070286,-0.065714,-0.060835,-0.055708,-0.0504,-0.044983,-0.039533,-0.034126,-0.028829,-0.023704,-0.018801,-0.014157,-0.0097988,-0.0057432,-0.0019975,0.001438,0.0045689,0.0074055,0.0099612,0.012252,0.014294,0.016107,0.017707,0.019112,0.020338,0.0214,0.022313,0.023087,0.023734,0.024262,0.02468,0.024993,0.025208,0.02533,0.025362,0.025309,0.025176,0.024968,0.02469,0.024349,0.023951,0.023504,0.023017,0.022498,0.021958,0.021404,0.020846,0.020293,0.019755,0.019239,0.018752,0.018303,0.017897,0.01754,0.017237,0.016991,0.016806,0.016683,0.016623,0.016626,0.016691,0.016814,0.016994,0.017224,0.017501,0.017817,0.018169,0.018548,0.018949,0.019365,0.019792,0.020225,0.020659,0.021092,0.021522,0.021949,0.022373,0.022797,0.023222,0.023653,0.024093,0.024547,0.025019,0.025515,0.026039,0.026596,0.027189,0.027822,0.028499,0.029223,0.029996,0.030821,0.031699,0.032631,0.033617,0.034656,0.035744,0.036877,0.038045
0.066094,0.066292,0.066411,0.066466,0.066469,0.066432,0.066362,0.06627,0.066162,0.066046,0.065926,0.065811,0.065704,0.065612,0.065539,0.065491,0.065471,0.065483,0.065531,0.065617,0.065742,0.065906,0.066108,0.066345,0.066613,0.066904,0.06721,0.067521,0.067825,0.068107,0.068351,0.06854,0.068654,0.068672,0.068574,0.068336,0.067934,0.067342,0.066534,0.065484,0.064161,0.062538,0.060582,0.058265,0.055555,0.052423,0.048844,0.044795,0.040264,0.035244,0.029741,0.023772,0.01737,0.010578,0.0034544,-0.0039314,-0.011499,-0.01916,-0.026822,-0.034387,-0.04176,-0.048849,-0.05557,-0.061845,-0.067607,-0.072799,-0.077371,-0.081286,-0.084516,-0.087041,-0.088857,-0.089965,-0.090378,-0.090116,-0.089205,-0.087675,-0.085559,-0.082891,-0.079707,-0.076044,-0.071938,-0.067431,-0.062568,-0.057405,-0.052003,-0.046437,-0.040787,-0.035139,-0.029576,-0.024175,-0.019002,-0.014107,-0.0095254,-0.0052775,-0.0013726,0.0021895,0.0054162,0.0083204,0.010918,0.013228,0.015271,0.017067,0.018636,0.019999,0.021174,0.022179,0.02303,0.023739,0.024319,0.02478,0.025131,0.025379,0.025529,0.025587,0.025558,0.025444,0.025252,0.024985,0.024649,0.024251,0.023797,0.023296,0.022756,0.022187,0.021598,0.021,0.020402,0.019813,0.019243,0.018701,0.018194,0.01773,0.017317,0.016959,0.016662,0.016431,0.016269,0.016177,0.016157,0.016208,0.01633,0.016519,0.016771,0.017083,0.017447,0.017858,0.018308,0.01879,0.019297,0.019822,0.020357,0.020897,0.021438,0.021975,0.022506,0.02303,0.023548,0.02406,0.02457,0.025081,0.025597,0.026122,0.026662,0.02722,0.027801,0.02841,0.029049,0.029723,0.030434,0.031184,0.031976,0.032812,0.033693,0.034621,0.035596,0.03662,0.037691,0.038808,0.039968,0.041165
0.069885,0.06999,0.070025,0.070002,0.069932,0.069825,0.069688,0.069531,0.069359,0.06918,0.068998,0.06882,0.068652,0.068499,0.068365,0.068257,0.068179,0.068136,0.068134,0.068175,0.068261,0.068396,0.068577,0.068804,0.069073,0.069377,0.069708,0.070056,0.070407,0.070747,0.071057,0.07132,0.071513,0.071616,0.071605,0.071455,0.071142,0.07064,0.069922,0.06896,0.067728,0.066195,0.064331,0.062106,0.059488,0.056447,0.052952,0.048978,0.044503,0.039514,0.034011,0.028004,0.021521,0.014606,0.0073176,-0.00026759,-0.008061,-0.015964,-0.02387,-0.031672,-0.039264,-0.046545,-0.053423,-0.059816,-0.065656,-0.070882,-0.075449,-0.079318,-0.082464,-0.084872,-0.086539,-0.087473,-0.087691,-0.087219,-0.086088,-0.084332,-0.081989,-0.079099,-0.075701,-0.071836,-0.067545,-0.062869,-0.057858,-0.052564,-0.047052,-0.041398,-0.035686,-0.030006,-0.024447,-0.019088,-0.013996,-0.0092172,-0.0047831,-0.00070806,0.0030059,0.0063654,0.0093836,0.012077,0.014466,0.016571,0.018414,0.020016,0.021398,0.02258,0.02358,0.024415,0.025099,0.025646,0.026067,0.026373,0.02657,0.026666,0.026669,0.026582,0.026411,0.026163,0.025841,0.025454,0.025006,0.024508,0.023966,0.02339,0.02279,0.022176,0.021558,0.020945,0.020347,0.019773,0.019232,0.018731,0.018278,0.01788,0.017543,0.017271,0.01707,0.016943,0.016892,0.016918,0.017021,0.017199,0.01745,0.017768,0.01815,0.018587,0.019073,0.019599,0.020157,0.020739,0.021337,0.021942,0.02255,0.023153,0.02375,0.024336,0.024913,0.02548,0.026039,0.026595,0.027151,0.027714,0.028287,0.028876,0.029487,0.030123,0.030788,0.031486,0.032217,0.032985,0.033789,0.03463,0.035509,0.036426,0.03738,0.038372,0.039402,0.040471,0.041576,0.042719,0.043895,0.045101
0.073993,0.074009,0.073966,0.073874,0.073741,0.073574,0.073383,0.073171,0.072947,0.072715,0.072481,0.07225,0.072026,0.071816,0.071624,0.071457,0.07132,0.07122,0.071161,0.07115,0.071189,0.071283,0.071431,0.071634,0.071888,0.072187,0.072524,0.072888,0.073265,0.07364,0.073994,0.074307,0.074558,0.074724,0.07478,0.074702,0.074464,0.074041,0.073407,0.072534,0.071396,0.069964,0.068209,0.066102,0.06361,0.060702,0.057346,0.053514,0.049177,0.044319,0.038928,0.03301,0.026586,0.019695,0.012398,0.0047738,-0.0030839,-0.011067,-0.019062,-0.026949,-0.034616,-0.041955,-0.04887,-0.055277,-0.061107,-0.066301,-0.070813,-0.074606,-0.077658,-0.079954,-0.081494,-0.082291,-0.082366,-0.081748,-0.080471,-0.078575,-0.076101,-0.073093,-0.069596,-0.065653,-0.061311,-0.056615,-0.051614,-0.046362,-0.040924,-0.035371,-0.029786,-0.024257,-0.018869,-0.013699,-0.0088088,-0.0042405,-1.8336e-05,0.0038489,0.0073641,0.010538,0.013385,0.015924,0.018174,0.020154,0.021885,0.023385,0.024671,0.025762,0.026671,0.027414,0.028003,0.028449,0.028763,0.028955,0.029033,0.029005,0.028879,0.028664,0.028366,0.027995,0.027558,0.027065,0.026526,0.02595,0.025348,0.024729,0.024105,0.023484,0.022876,0.02229,0.021734,0.021216,0.020742,0.02032,0.019955,0.019655,0.019422,0.019263,0.019181,0.019177,0.019254,0.019411,0.019646,0.019956,0.020336,0.02078,0.02128,0.021828,0.022414,0.023028,0.023661,0.024304,0.024947,0.025585,0.026211,0.026821,0.027415,0.027991,0.028554,0.029105,0.029652,0.030202,0.030761,0.031337,0.031938,0.032571,0.033241,0.033952,0.034706,0.035505,0.036349,0.037236,0.038164,0.039129,0.04013,0.041163,0.042226,0.043317,0.044433,0.045572,0.046735,0.047918,0.049119,0.050335
